id name d_price,d_vol,d_trades,d_min,d_max ds_price,ds_vol,ds_trades h_price,h_vol,h_trades
1438 wayfinder_armor_trim_smithing_template 173407,349,228,10000,500000 8000000,64,1 293599,68,67
1439 shaper_armor_trim_smithing_template 211718,230,177,24700,999990 0,0,0 179136,22,20
1440 silence_armor_trim_smithing_template 56509,48805,9278,23846,100000000 3040233,31808,497 50562,10785,2463
1441 raiser_armor_trim_smithing_template 141196,422,238,25000,1000000 2900000,128,2 114092,87,35
1442 host_armor_trim_smithing_template 170070,281,233,50000,650000 0,0,0 196643,28,19
1443 flow_armor_trim_smithing_template 92712,11009,2812,15001,5000000 4806117,7104,111 109839,2314,910
1444 bolt_armor_trim_smithing_template 76195,1855,886,5000,1600000 3944444,576,9 54959,686,161
1445 angler_pottery_sherd 40625,8,8,10000,100999 0,0,0 350000,1,1
1446 archer_pottery_sherd 270000,2,2,40000,500000 0,0,0 0,0,0
1447 arms_up_pottery_sherd 0,0,0,0,0 0,0,0 0,0,0
1448 blade_pottery_sherd 375667,12,12,10000,4000000 0,0,0 83333,3,2
1449 brewer_pottery_sherd 960000,2,2,20000,1900000 0,0,0 0,0,0
1450 burn_pottery_sherd 80000,7,7,10000,250000 0,0,0 0,0,0
1451 danger_pottery_sherd 79321,7,7,3250,200000 0,0,0 99000,1,1
1452 explorer_pottery_sherd 165357,14,9,5000,500000 0,0,0 15000,1,1
1453 flow_pottery_sherd 13416,1552,57,3267,100000 873522,1344,21 8745,147,10
1454 friend_pottery_sherd 84500,6,5,50000,100000 0,0,0 420000,5,5
1455 guster_pottery_sherd 18366,385,58,5000,115000 1000000,320,5 14269,140,13
1456 heart_pottery_sherd 157063,16,10,5000,1000000 0,0,0 25000,1,1
1457 heartbreak_pottery_sherd 61333,6,6,20000,100000 0,0,0 60000,2,2
1458 howl_pottery_sherd 82500,6,6,30000,200000 0,0,0 100000,1,1
1459 miner_pottery_sherd 0,0,0,0,0 0,0,0 5000,1,1
1460 mourner_pottery_sherd 50000,14,9,10000,200000 0,0,0 86264,11,11
1461 plenty_pottery_sherd 41285,7,7,9999,99999 0,0,0 0,0,0
1462 prize_pottery_sherd 310000,2,2,20000,600000 0,0,0 27500,4,2
1463 scrape_pottery_sherd 15790,311,44,3840,100000 1000000,256,4 11879,76,9
1464 sheaf_pottery_sherd 81600,5,5,40000,200000 0,0,0 200000,1,1
1465 shelter_pottery_sherd 130000,10,10,24999,400000 0,0,0 193333,3,3
1466 skull_pottery_sherd 269444,9,8,5000,1000000 0,0,0 452500,2,2
1467 snort_pottery_sherd 35500,10,10,10000,50000 0,0,0 50000,1,1
1468 copper_grate 13010,6200,124,1563,599000 778655,5568,87 13269,2111,41
1469 exposed_copper_grate 20408,49,3,9375,31250 0,0,0 0,0,0
1470 weathered_copper_grate 30000,10,1,30000,30000 0,0,0 18000,5,1
1471 oxidized_copper_grate 71484,1174,39,1250,468750 5167886,960,15 21926,207,10
1472 waxed_copper_grate 5703,13081,264,250,299000 359279,11648,182 5940,2377,54
1473 waxed_exposed_copper_grate 0,0,0,0,0 0,0,0 0,0,0
1474 waxed_weathered_copper_grate 0,0,0,0,0 0,0,0 0,0,0
1475 waxed_oxidized_copper_grate 8275,14840,278,1333,499990 506508,13952,218 10683,2533,46
1476 copper_bulb 22359,55262,2415,577,994999910 154372,48960,765 3344,10664,596
1477 exposed_copper_bulb 66948,174,21,10000,5000000 700000,64,1 213603,6,6
1478 weathered_copper_bulb 85428,157,91,5263,1250000 0,0,0 1497103,39,23
1479 oxidized_copper_bulb 23421,6937,802,1444,996900 1011561,4096,64 15853,2351,152
1480 waxed_copper_bulb 7933,16910,877,160,200000 346058,14464,226 7840,3058,145
1481 waxed_exposed_copper_bulb 133960,799,173,1000,37500001 917600,320,5 5975,354,18
1482 waxed_weathered_copper_bulb 23834,909,143,544,150000 756250,256,4 31212,129,26
1483 waxed_oxidized_copper_bulb 15895,18772,1008,3047,600000 688349,15936,249 17271,2729,142
1484 copper_chest 11198,15426,737,1000,216000 563983,12928,202 14935,2638,166
1485 exposed_copper_chest 6439,205,22,667,100000 250000,64,1 3436773,207,9
1486 weathered_copper_chest 43121,12,8,10000,110000 0,0,0 32000,5,3
1487 oxidized_copper_chest 29339,2730,112,3029,300000 1953951,2112,33 20909,756,20
1488 waxed_copper_chest 33976,371,45,5000,80000 1933333,192,3 102583,60,18
1489 waxed_exposed_copper_chest 51667,3,2,40000,75000 0,0,0 200000000,1,1
1490 waxed_weathered_copper_chest 347333,15,12,15000,4000000 0,0,0 90000,1,1
1491 waxed_oxidized_copper_chest 109124,474,40,3333,300000 7837500,384,6 453125,128,2
1492 copper_golem_statue 714325,1053,320,10938,200000007 6688889,576,9 205766,124,58
1493 exposed_copper_golem_statue 294455,11,10,45000,1000000 0,0,0 0,0,0
1494 weathered_copper_golem_statue 651500,10,10,99000,1000000 0,0,0 0,0,0
1495 oxidized_copper_golem_statue 63638,1031,339,5000,500000 4166667,384,6 71787,204,47
1496 waxed_copper_golem_statue 23243666,57,55,10000,499999990 0,0,0 241846,13,13
1497 waxed_exposed_copper_golem_statue 363333,3,3,40000,1000000 0,0,0 150000,2,2
1498 waxed_weathered_copper_golem_statue 317800,5,5,89000,1000000 0,0,0 0,0,0
1499 waxed_oxidized_copper_golem_statue 98139,194,24,2326,1000000 7350000,128,2 120455,88,3
1500 trial_spawner 0,0,0,0,0 0,0,0 0,0,0
1501 trial_key 37242,11384,2224,8333,300999 1569909,6272,98 42489,3110,464
1502 ominous_trial_key 403450,7804,4249,286667,1090909 24704412,2176,34 484302,1551,922
1503 vault 0,0,0,0,0 0,0,0 0,0,0
1504 ominous_bottle 59728,211097,18773,2500,5000000 3538086,173696,2714 62888,41904,4255
