output,out_n,inputs,cost,sell_unit,sell_channel,revenue,profit_per_craft,margin_pct,profit_per_input_item,crafts_per_hr_per_line,profit_per_hr_per_line,out_daily_ah_units,out_daily_trades,max_profit_per_day_by_volume,ah_single_sell,sell_basis,out_n_tx,stale_order_input
smoker,1,dark_oak_log x4 @100o + furnace x1 @95a,495.3,2266.0,ah,2266.0,1770.7,357.5,354.14,1800,3187242,186957,3841,331042890,1534.0,tx_stack_med,15,STALE-JUN25
iron_block,1,iron_ingot x9 @170o,1530.0,4688.0,ah,4688.0,3158.0,206.4,350.89,1000,3158000,251217,15090,793343286,5185.0,tx_stack_med,15,STALE-JUN25
dispenser,1,cobblestone x7 @131a + bow x1 @70o + redstone x1 @361a,1350.4,4500.0,ah,4500.0,3149.6,233.2,349.96,1000,3149600,190276,12189,599293290,3821.0,tx_stack_med,15,STALE-JUN25
granite_stairs,4,granite x6 @435a,2608.7,1172.0,ah,4688.0,2079.3,79.7,346.55,1500,3118980,3257,52,1693086,7309.0,tx_stack_med,15,
oak_button,1,oak_planks x1 @52o,52.0,391.0,ah,391.0,339.0,651.9,339.0,9000,3051000,34331,1013,11638209,8500.0,tx_stack_med,15,STALE-JUN25
copper_lantern,1,copper_nugget x8 @303a + copper_torch x1 @1563a,3984.8,7031.0,ah,7031.0,3046.2,76.4,338.46,1000,3046160,7135,194,21734352,8160.0,tx_stack_med,15,
cobblestone_slab,6,cobblestone x3 @131a,394.1,234.0,ah,1404.0,1009.9,256.3,336.64,3000,3029760,292692,4664,49265917,503.0,tx_stack_med,15,
smoker,1,cherry_log x4 @128o + furnace x1 @95a,607.3,2266.0,ah,2266.0,1658.7,273.1,331.74,1800,2985642,186957,3841,310103706,1534.0,tx_stack_med,15,STALE-JUN25
orange_carpet,1,orange_dye x1 @1402a + black_carpet x1 @1547a,2948.9,3594.0,ah,3594.0,645.1,21.9,322.53,4500,2902815,17395,282,11220993,15080.0,tx_stack_med,15,
magenta_carpet,1,magenta_dye x1 @155a + black_carpet x1 @1547a,1701.9,2344.0,ah,2344.0,642.1,37.7,321.06,4500,2889540,7161,127,4598221,5883.0,tx_stack_med,15,
mossy_cobblestone,1,cobblestone x1 @131a + moss_block x1 @8o,139.5,781.0,ah,781.0,641.5,460.0,320.77,4500,2886930,129014,2071,82767642,689.0,tx_stack_med,15,STALE-JUN25
purple_dye,2,blue_dye x1 @766a + red_dye x1 @156a,921.6,781.0,ah,1562.0,640.4,69.5,320.19,4500,2881710,102779,1699,32908808,1998.0,tx_stack_med,15,
smoker,1,acacia_log x4 @142o + furnace x1 @95a,665.3,2266.0,ah,2266.0,1600.7,240.6,320.14,1800,2881242,186957,3841,299260200,1534.0,tx_stack_med,15,STALE-JUN25
campfire,1,stick x3 @5o + coal x1 @200o + crimson_stem x3 @2047a,6355.7,8594.0,ah,8594.0,2238.3,35.2,319.76,1286,2877853,29423,2082,65858384,99000.0,tx_stack_med,15,STALE-JUN25
white_wool,1,string x4 @72o,288.0,1563.0,ah,1563.0,1275.0,442.7,318.75,2250,2868750,274007,5798,349358925,1391.0,tx_stack_med,15,STALE-JUN25
smoker,1,spruce_wood x4 @150o + furnace x1 @95a,695.3,2266.0,ah,2266.0,1570.7,225.9,314.14,1800,2827242,186957,3841,293651490,1534.0,tx_stack_med,15,STALE-JUN25
yellow_dye,2,sunflower x1 @469a,468.8,391.0,ah,782.0,313.2,66.8,313.25,9000,2819250,189445,3109,29671823,457.0,tx_stack_med,15,
smoker,1,birch_log x4 @160o + furnace x1 @95a,735.3,2266.0,ah,2266.0,1530.7,208.2,306.14,1800,2755242,186957,3841,286173210,1534.0,tx_stack_med,15,STALE-JUN25
smoker,1,stripped_oak_wood x4 @167o + furnace x1 @95a,763.3,2266.0,ah,2266.0,1502.7,196.9,300.54,1800,2704842,186957,3841,280938414,1534.0,tx_stack_med,15,STALE-JUN25
tnt,1,gunpowder x5 @47o + red_sand x4 @253o,1247.0,3906.0,ah,3906.0,2659.0,213.2,295.44,1000,2658960,871838,22975,2318182368,3006.0,tx_stack_med,15,STALE-JUN25
sugar,1,sugar_cane x1 @51o,51.0,344.0,ah,344.0,293.0,574.5,293.0,9000,2637000,27172,537,7961396,711.0,tx_stack_med,15,STALE-JUN25
barrel,1,birch_planks x6 @156a + birch_slab x2 @312a,1562.5,3906.0,ah,3906.0,2343.5,150.0,292.94,1125,2636438,170346,6782,399205851,30000.0,tx_stack_med,15,
tripwire_hook,2,iron_ingot x1 @170o + stick x1 @5o + warped_planks x1 @2049a,2224.1,1547.0,ah,3094.0,869.9,39.1,289.98,3000,2609850,90120,3150,39199947,50000.0,tx_stack_med,15,STALE-JUN25
golden_carrot,1,gold_nugget x8 @33o + carrot x1 @90o,354.0,2953.0,ah,2953.0,2599.0,734.2,288.78,1000,2599000,211048,5325,548513752,217710.0,tx_stack_med,15,STALE-JUN25
composter,1,cherry_slab x7 @609a,4263.0,6250.0,ah,6250.0,1987.0,46.6,283.86,1286,2554714,97830,4192,194388210,22000.0,tx_med,15,
brewing_stand,1,blaze_rod x1 @400o + cobbled_deepslate x3 @10o,430.0,1563.0,ah,1563.0,1133.0,263.5,283.25,2250,2549250,93261,5488,105664713,25000.0,tx_stack_med,15,STALE-JUN25
smoker,1,stripped_dark_oak_wood x4 @191o + furnace x1 @95a,859.3,2266.0,ah,2266.0,1406.7,163.7,281.34,1800,2532042,186957,3841,262990542,1534.0,tx_stack_med,15,STALE-JUN25
spruce_button,1,spruce_planks x1 @32o,32.0,313.0,ah,313.0,281.0,878.1,281.0,9000,2529000,246625,4831,69301625,565.0,tx_stack_med,15,STALE-JUN25
gold_ingot,1,gold_nugget x9 @33o,297.0,2813.0,ah,2813.0,2516.0,847.1,279.56,1000,2516000,196989,5897,495624324,4900.0,tx_stack_med,15,STALE-JUN25
spruce_slab,6,spruce_planks x3 @32o,96.0,155.0,ah,930.0,834.0,868.8,278.0,3000,2502000,598430,9551,83181770,119.0,tx_stack_med,15,STALE-JUN25
smoker,1,warped_stem x4 @201o + furnace x1 @95a,899.3,2266.0,ah,2266.0,1366.7,152.0,273.34,1800,2460042,186957,3841,255512262,1534.0,tx_stack_med,15,STALE-JUN25
tnt,1,gunpowder x5 @47o + sand x4 @312a,1485.0,3906.0,ah,3906.0,2421.0,163.0,269.0,1000,2421000,871838,22975,2110719798,3006.0,tx_stack_med,15,STALE-JUN25
acacia_slab,6,acacia_planks x3 @45o,135.0,156.0,ah,936.0,801.0,593.3,267.0,3000,2403000,1984,40,264864,10000.0,tx_stack_med,15,STALE-JUN25
chiseled_bookshelf,1,spruce_planks x6 @32o + spruce_slab x3 @94a,473.2,2875.0,ah,2875.0,2401.8,507.5,266.86,1000,2401750,48952,1046,117570466,3485.0,tx_stack_med,15,STALE-JUN25
barrel,1,oak_planks x6 @52o + oak_slab x2 @734a,1780.0,3906.0,ah,3906.0,2126.0,119.4,265.75,1125,2391750,170346,6782,362155596,30000.0,tx_stack_med,15,STALE-JUN25
beehive,1,bamboo_planks x6 @469a + honeycomb x3 @100o,3114.0,5469.0,ah,5469.0,2355.0,75.6,261.67,1000,2355000,42077,1647,99091335,350000.0,tx_stack_med,15,STALE-JUN25
cherry_fence,3,cherry_planks x4 @781a + stick x2 @5o,3135.0,1563.0,ah,4689.0,1554.0,49.6,259.0,1500,2331000,10304,220,5337472,25871.0,tx_stack_med,15,STALE-JUN25
piston,1,spruce_planks x3 @32o + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,1152.3,3438.0,ah,3438.0,2285.7,198.4,253.96,1000,2285680,413236,15960,944525260,120886.0,tx_med,15,STALE-JUN25
chiseled_bookshelf,1,acacia_planks x6 @45o + acacia_slab x3 @109a,598.1,2875.0,ah,2875.0,2276.9,380.7,252.98,1000,2276860,48952,1046,111456851,3485.0,tx_stack_med,15,STALE-JUN25
armor_stand,1,stick x6 @5o + smooth_stone_slab x1 @15o,45.1,1813.0,ah,1813.0,1767.9,3920.0,252.56,1286,2273014,195139,12908,344986238,1507.0,tx_stack_med,15,STALE-JUN25
arrow,4,flint x1 @5o + stick x1 @5o + feather x1 @234a,244.1,250.0,ah,1000.0,755.9,309.7,251.97,3000,2267700,673991,10800,127367449,333.0,tx_stack_med,15,STALE-JUN25
piston,1,acacia_planks x3 @45o + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,1191.3,3438.0,ah,3438.0,2246.7,188.6,249.63,1000,2246680,413236,15960,928409056,120886.0,tx_med,15,STALE-JUN25
piston,1,oak_planks x3 @52o + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,1212.3,3438.0,ah,3438.0,2225.7,183.6,247.3,1000,2225680,413236,15960,919731100,120886.0,tx_med,15,STALE-JUN25
birch_sign,3,birch_planks x6 @156a + stick x1 @5o,942.5,875.0,ah,2625.0,1682.5,178.5,240.36,1286,2163214,16957,1805,9510051,3243.0,tx_stack_med,15,STALE-JUN25
spruce_sign,3,spruce_planks x6 @32o + stick x1 @5o,197.0,625.0,ah,1875.0,1678.0,851.8,239.71,1286,2157429,192701,19912,107784093,9900.0,tx_stack_med,15,STALE-JUN25
raw_copper_block,1,raw_copper x9 @50o,450.0,2578.0,ah,2578.0,2128.0,472.9,236.44,1000,2128000,2734,96,5817952,5000.0,tx_stack_med,15,STALE-JUN25
birch_button,1,birch_planks x1 @156a,156.2,391.0,ah,391.0,234.8,150.2,234.75,9000,2112750,9952,467,2336232,2079.0,tx_stack_med,15,
chiseled_tuff,1,tuff_slab x2 @1094a,2187.5,2656.0,ah,2656.0,468.5,21.4,234.25,4500,2108250,23016,377,10782996,4353.0,tx_stack_med,15,
piston,1,birch_planks x3 @156a + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,1525.1,3438.0,ah,3438.0,1912.9,125.4,212.55,1000,1912930,413236,15960,790491541,120886.0,tx_med,15,STALE-JUN25
campfire,1,stick x3 @5o + coal x1 @200o + stripped_spruce_log x3 @2344a,7246.2,8594.0,ah,8594.0,1347.8,18.6,192.54,1286,1732821,29423,2082,39654848,99000.0,tx_stack_med,15,STALE-JUN25
campfire,1,stick x3 @5o + coal x1 @200o + stripped_birch_wood x3 @2344a,7247.0,8594.0,ah,8594.0,1347.0,18.6,192.43,1286,1731857,29423,2082,39632781,99000.0,tx_stack_med,15,STALE-JUN25
brewing_stand,1,blaze_rod x1 @400o + cobblestone x3 @131a,794.1,1563.0,ah,1563.0,768.9,96.8,192.23,2250,1730070,93261,5488,71710248,25000.0,tx_stack_med,15,STALE-JUN25
jungle_sign,3,jungle_planks x6 @250a + stick x1 @5o,1505.0,938.0,ah,2814.0,1309.0,87.0,187.0,1286,1683000,6089,634,2656834,5000.0,tx_stack_med,15,STALE-JUN25
red_dye,2,rose_bush x1 @125a,125.0,156.0,ah,312.0,187.0,149.6,187.0,9000,1683000,330375,5429,30890062,188.0,tx_stack_med,15,
lapis_block,1,lapis_lazuli x9 @22o,198.0,1875.0,ah,1875.0,1677.0,847.0,186.33,1000,1677000,96025,2051,161033925,4092.0,tx_stack_med,15,STALE-JUN25
oak_trapdoor,2,oak_planks x6 @52o,312.0,703.0,ah,1406.0,1094.0,350.6,182.33,1500,1641000,80148,3198,43840956,8000.0,tx_stack_med,15,STALE-JUN25
pink_dye,1,pink_petals x1 @6o,6.0,188.0,ah,188.0,182.0,3033.3,182.0,9000,1638000,162208,2624,29521856,267.0,tx_stack_med,15,
cobblestone_wall,6,cobblestone x6 @131a,788.2,313.0,ah,1878.0,1089.8,138.3,181.64,1500,1634760,369449,5824,67106716,228.0,tx_stack_med,15,
piston,1,jungle_planks x3 @250a + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,1806.3,3438.0,ah,3438.0,1631.7,90.3,181.3,1000,1631680,413236,15960,674268916,120886.0,tx_med,15,STALE-JUN25
dried_kelp_block,1,dried_kelp x9 @50o,450.0,2000.0,ah,2000.0,1550.0,344.4,172.22,1000,1550000,113748,3947,176309400,2000.0,tx_med,15,STALE-JUN25
target,1,redstone x4 @361a + hay_block x1 @2100o,3543.5,4375.0,ah,4375.0,831.5,23.5,166.3,1800,1496664,56323,2558,46831448,19500.0,tx_stack_med,15,STALE-JUN25
melon,1,melon_slice x9 @10o,90.0,1563.0,ah,1563.0,1473.0,1636.7,163.67,1000,1473000,35758,628,52671534,1654.0,tx_stack_med,15,STALE-JUN25
composter,1,oak_slab x7 @734a,5138.0,6250.0,ah,6250.0,1112.0,21.6,158.86,1286,1429714,97830,4192,108786960,22000.0,tx_med,15,
stick,4,bamboo_planks x2 @469a,938.0,313.0,ah,1252.0,314.0,33.5,157.0,4500,1413000,466981,8234,36658008,10000.0,tx_stack_med,15,
magenta_dye,1,allium x1 @1o,1.0,155.0,ah,155.0,154.0,15400.0,154.0,9000,1386000,100429,1684,15466066,245.0,tx_stack_med,15,STALE-JUN25
spruce_trapdoor,2,spruce_planks x6 @32o,192.0,547.0,ah,1094.0,902.0,469.8,150.33,1500,1353000,333873,11906,150576723,9000.0,tx_stack_med,15,STALE-JUN25
orange_terracotta,8,terracotta x8 @250a + orange_dye x1 @1402a,3402.1,586.0,ah,4688.0,1285.9,37.8,142.88,1000,1285950,37243,649,5986579,1821.0,tx_stack_med,15,
stick,1,bamboo x2 @14o,28.0,313.0,ah,313.0,285.0,1017.9,142.5,4500,1282500,466981,8234,133089585,10000.0,tx_stack_med,15,
pink_dye,1,pink_tulip x1 @46o,46.2,188.0,ah,188.0,141.8,306.9,141.8,9000,1276200,162208,2624,23001094,267.0,tx_stack_med,15,STALE-JUN25
beehive,1,pale_oak_planks x6 @655a + honeycomb x3 @100o,4229.6,5469.0,ah,5469.0,1239.4,29.3,137.71,1000,1239360,42077,1647,52148551,350000.0,tx_stack_med,15,STALE-JUN25
magenta_stained_glass_pane,8,glass_pane x8 @609a + magenta_dye x1 @155a,5027.0,781.0,ah,6248.0,1221.0,24.3,135.67,1000,1221000,9289,176,1417734,2625.0,tx_stack_med,15,
red_dye,1,beetroot x1 @25o,25.0,156.0,ah,156.0,131.0,524.0,131.0,9000,1179000,330375,5429,43279125,188.0,tx_stack_med,15,STALE-JUN25
ladder,3,stick x7 @5o,35.0,313.0,ah,939.0,904.0,2582.9,129.14,1286,1162286,587225,9835,176950467,30000.0,tx_stack_med,15,STALE-JUN25
lantern,1,iron_nugget x8 @148a + torch x1 @10o,1195.2,2344.0,ah,2344.0,1148.8,96.1,127.64,1000,1148800,87367,4204,100367210,5232.0,tx_stack_med,15,STALE-JUN25
crafting_table,1,spruce_planks x4 @32o,128.0,625.0,ah,625.0,497.0,388.3,124.25,2250,1118250,383443,13912,190571171,10000.0,tx_stack_med,15,STALE-JUN25
composter,1,bamboo_slab x7 @781a,5468.8,6250.0,ah,6250.0,781.2,14.3,111.61,1286,1004464,97830,4192,76429688,22000.0,tx_med,15,
crafting_table,1,acacia_planks x4 @45o,180.0,625.0,ah,625.0,445.0,247.2,111.25,2250,1001250,383443,13912,170632135,10000.0,tx_stack_med,15,STALE-JUN25
chiseled_bookshelf,1,birch_planks x6 @156a + birch_slab x3 @312a,1875.0,2875.0,ah,2875.0,1000.0,53.3,111.11,1000,1000000,48952,1046,48952000,3485.0,tx_stack_med,15,
piston,1,bamboo_planks x3 @469a + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,2463.3,3438.0,ah,3438.0,974.7,39.6,108.3,1000,974680,413236,15960,402772864,120886.0,tx_med,15,STALE-JUN25
crafting_table,1,oak_planks x4 @52o,208.0,625.0,ah,625.0,417.0,200.5,104.25,2250,938250,383443,13912,159895731,10000.0,tx_stack_med,15,STALE-JUN25
spruce_fence_gate,1,stick x4 @5o + spruce_planks x2 @32o,84.0,547.0,ah,547.0,463.0,551.2,77.17,1500,694500,219848,5634,101789624,1530.0,tx_stack_med,15,STALE-JUN25
chest,1,spruce_planks x8 @32o,256.0,781.0,ah,781.0,525.0,205.1,65.62,1125,590625,717651,21030,376766775,40000.0,tx_stack_med,15,STALE-JUN25
magma_block,1,magma_cream x4 @37o,148.0,391.0,ah,391.0,243.0,164.2,60.75,2250,546750,189409,3410,46026387,30000.0,tx_stack_med,15,STALE-JUN25
tinted_glass,2,amethyst_shard x4 @625a + glass x1 @280o,2780.0,1528.0,ah,3056.0,276.0,9.9,55.2,1800,496800,119018,2035,16424484,2686.0,tx_stack_med,15,STALE-JUN25
beehive,1,cherry_planks x6 @781a + honeycomb x3 @100o,4987.5,5469.0,ah,5469.0,481.5,9.7,53.5,1000,481500,42077,1647,20260076,350000.0,tx_stack_med,15,STALE-JUN25
polished_diorite,4,diorite x4 @1197a,4787.7,1250.0,ah,5000.0,212.3,4.4,53.08,2250,477720,167527,2656,8892333,1511.0,tx_stack_med,15,
chest,1,acacia_planks x8 @45o,360.0,781.0,ah,781.0,421.0,116.9,52.62,1125,473625,717651,21030,302131071,40000.0,tx_stack_med,15,STALE-JUN25
nether_wart_block,1,nether_wart x9 @52o,468.0,938.0,ah,938.0,470.0,100.4,52.22,1000,470000,23039,410,10828330,4128.0,tx_stack_med,15,STALE-JUN25
bamboo_block,1,bamboo x9 @14o,126.0,594.0,ah,594.0,468.0,371.4,52.0,1000,468000,133218,2235,62346024,442.0,tx_stack_med,15,
piston,1,pale_oak_planks x3 @655a + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,3021.1,3438.0,ah,3438.0,416.9,13.8,46.32,1000,416860,413236,15960,172261559,120886.0,tx_med,15,STALE-JUN25
chest,1,oak_planks x8 @52o,416.0,781.0,ah,781.0,365.0,87.7,45.62,1125,410625,717651,21030,261942615,40000.0,tx_stack_med,15,STALE-JUN25
chiseled_bookshelf,1,oak_planks x6 @52o + oak_slab x3 @734a,2514.0,2875.0,ah,2875.0,361.0,14.4,40.11,1000,361000,48952,1046,17671672,3485.0,tx_stack_med,15,STALE-JUN25
observer,1,cobblestone x6 @131a + redstone x2 @361a + quartz x1 @310o,1819.9,2172.0,ah,2172.0,352.1,19.3,39.12,1000,352080,494942,22683,174259179,25000.0,tx_stack_med,15,STALE-JUN25
jungle_pressure_plate,1,jungle_planks x2 @250a,500.0,578.0,ah,578.0,78.0,15.6,39.0,4500,351000,380,46,29640,4191.0,tx_stack_med,15,
pale_oak_fence_gate,1,stick x4 @5o + pale_oak_planks x2 @655a,1329.9,1563.0,ah,1563.0,233.1,17.5,38.85,1500,349680,33132,829,7723732,69500.0,tx_stack_med,15,STALE-JUN25
raw_copper,9,raw_copper_block x1 @2419a,2419.3,273.0,ah,2457.0,37.7,1.6,37.65,9000,338850,86657,1817,362515,355.0,tx_stack_med,15,
note_block,1,spruce_planks x8 @32o + redstone x1 @361a,616.9,938.0,ah,938.0,321.1,52.1,35.68,1000,321120,193919,7826,62271269,14200.0,tx_stack_med,15,STALE-JUN25
blue_ice,1,packed_ice x9 @296o,2664.0,2961.0,ah,2961.0,297.0,11.1,33.0,1000,297000,205137,4970,60925689,3213.0,tx_stack_med,15,STALE-JUN25
note_block,1,acacia_planks x8 @45o + redstone x1 @361a,720.9,938.0,ah,938.0,217.1,30.1,24.12,1000,217120,193919,7826,42103693,14200.0,tx_stack_med,15,STALE-JUN25
snow,6,snow_block x3 @604a,1813.0,313.0,ah,1878.0,65.0,3.6,21.67,3000,195030,54687,882,592534,1171.0,tx_stack_med,15,
note_block,1,oak_planks x8 @52o + redstone x1 @361a,776.9,938.0,ah,938.0,161.1,20.7,17.9,1000,161120,193919,7826,31244229,14200.0,tx_stack_med,15,STALE-JUN25
lever,1,stick x1 @5o + cobblestone x1 @131a,136.4,156.0,ah,156.0,19.6,14.4,9.82,4500,88380,242744,13620,4767492,5000.0,tx_stack_med,15,STALE-JUN25
furnace,1,cobbled_deepslate x8 @10o,80.0,156.0,ah,156.0,76.0,95.0,9.5,1125,85500,452920,8022,34421920,6400.0,tx_stack_med,15,STALE-JUN25
bamboo_mosaic,1,bamboo_slab x2 @781a,1562.5,1578.0,ah,1578.0,15.5,1.0,7.75,4500,69750,8815,142,136632,7323.0,tx_stack_med,15,
piston,1,cherry_planks x3 @781a + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,3400.1,3438.0,ah,3438.0,37.9,1.1,4.21,1000,37930,413236,15960,15674041,120886.0,tx_med,15,STALE-JUN25
purpur_block,4,popped_chorus_fruit x4 @1562a,6250.0,1563.0,ah,6252.0,2.0,0.0,0.5,2250,4500,123363,1995,61682,1733.0,tx_stack_med,15,
crafting_table,1,birch_planks x4 @156a,625.0,625.0,ah,625.0,0.0,0.0,0.0,2250,0,383443,13912,0,10000.0,tx_stack_med,15,
stripped_cherry_wood,3,stripped_cherry_log x4 @4688a,18750.0,6250.0,ah,18750.0,0.0,0.0,0.0,2250,0,1604,28,0,13435.0,tx_stack_med,15,
stripped_spruce_wood,3,stripped_spruce_log x4 @2344a,9375.0,3125.0,ah,9375.0,0.0,0.0,0.0,2250,0,20328,348,0,10795.0,tx_stack_med,15,
magenta_dye,2,lilac x1 @312a,312.5,155.0,ah,310.0,-2.5,-0.8,-2.5,9000,-22500,100429,1684,-125536,245.0,tx_stack_med,15,
snow_block,1,snowball x4 @219a,876.0,781.0,ah,781.0,-95.0,-10.8,-23.75,2250,-213750,213897,3513,-20320215,617.0,tx_stack_med,15,
stick,4,pale_oak_planks x2 @655a,1309.9,313.0,ah,1252.0,-57.9,-4.4,-28.94,4500,-260460,466981,8234,-6757215,10000.0,tx_stack_med,15,
soul_lantern,1,iron_nugget x8 @148a + soul_torch x1 @2280a,3465.5,3109.0,ah,3109.0,-356.5,-10.3,-39.62,1000,-356540,43698,2362,-15580085,50000.0,tx_stack_med,15,
dark_oak_boat,1,dark_oak_planks x5 @1041a,5204.5,5000.0,ah,5000.0,-204.5,-3.9,-40.89,1800,-368010,866,866,-177054,5000.0,tx_med,15,
black_harness,1,black_dye x1 @90o + blue_harness x1 @100000a,100090.0,100000.0,ah,100000.0,-90.0,-0.1,-45.0,4500,-405000,160,160,-14400,100000.0,tx_med,15,STALE-JUN25
white_carpet,1,white_dye x1 @584a + black_carpet x1 @1547a,2130.4,2031.0,ah,2031.0,-99.4,-4.7,-49.7,4500,-447300,284479,4753,-28277213,1085.0,tx_stack_med,15,
chest,1,birch_planks x8 @156a,1250.0,781.0,ah,781.0,-469.0,-37.5,-58.62,1125,-527625,717651,21030,-336578319,40000.0,tx_stack_med,15,
barrel,1,bamboo_planks x6 @469a + bamboo_slab x2 @781a,4376.5,3906.0,ah,3906.0,-470.5,-10.8,-58.81,1125,-529312,170346,6782,-80147793,30000.0,tx_stack_med,15,
dropper,1,cobblestone x7 @131a + redstone x1 @361a,1280.4,780.0,ah,780.0,-500.4,-39.1,-62.55,1125,-562950,219275,6550,-109725210,17000.0,tx_stack_med,15,
iron_ingot,1,iron_nugget x9 @148a,1333.4,677.0,ah,677.0,-656.4,-49.2,-72.93,1000,-656350,614588,12891,-403384834,8000.0,tx_stack_med,15,
end_stone_bricks,4,end_stone x4 @387a,1548.6,313.0,ah,1252.0,-296.6,-19.2,-74.14,2250,-667260,29635,492,-2197139,1668.0,tx_stack_med,15,
note_block,1,birch_planks x8 @156a + redstone x1 @361a,1610.9,938.0,ah,938.0,-672.9,-41.8,-74.76,1000,-672880,193919,7826,-130484217,14200.0,tx_stack_med,15,
red_harness,1,red_dye x1 @156a + black_harness x1 @100000a,100156.0,100000.0,ah,100000.0,-156.0,-0.2,-78.0,4500,-702000,78,78,-12168,100000.0,tx_med,15,
piston,1,dark_oak_planks x3 @1041a + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,4179.0,3438.0,ah,3438.0,-741.0,-17.7,-82.33,1000,-740990,413236,15960,-306203744,120886.0,tx_med,15,STALE-JUN25
crafting_table,1,jungle_planks x4 @250a,1000.0,625.0,ah,625.0,-375.0,-37.5,-93.75,2250,-843750,383443,13912,-143791125,10000.0,tx_stack_med,15,
piston,1,crimson_planks x3 @1094a + cobblestone x4 @131a + iron_ingot x1 @170o + redstone x1 @361a,4338.3,3438.0,ah,3438.0,-900.3,-20.8,-100.04,1000,-900320,413236,15960,-372044636,120886.0,tx_med,15,STALE-JUN25
furnace,1,cobblestone x8 @131a,1050.9,156.0,ah,156.0,-894.9,-85.2,-111.86,1125,-1006740,452920,8022,-405309050,6400.0,tx_stack_med,15,
beehive,1,dark_oak_planks x6 @1041a + honeycomb x3 @100o,6545.3,5469.0,ah,5469.0,-1076.3,-16.4,-119.59,1000,-1076340,42077,1647,-45289158,350000.0,tx_stack_med,15,STALE-JUN25
bone_block,1,bone_meal x9 @216a,1944.8,771.0,ah,771.0,-1173.8,-60.4,-130.42,1000,-1173810,625747,11476,-734508086,7000.0,tx_stack_med,15,
campfire,1,stick x3 @5o + coal x1 @200o + stripped_spruce_wood x3 @3125a,9590.0,8594.0,ah,8594.0,-996.0,-10.4,-142.29,1286,-1280571,29423,2082,-29305308,99000.0,tx_stack_med,15,STALE-JUN25
chest,1,jungle_planks x8 @250a,2000.0,781.0,ah,781.0,-1219.0,-61.0,-152.38,1125,-1371375,717651,21030,-874816569,40000.0,tx_stack_med,15,
beehive,1,crimson_planks x6 @1094a + honeycomb x3 @100o,6864.0,5469.0,ah,5469.0,-1395.0,-20.3,-155.0,1000,-1395000,42077,1647,-58697415,350000.0,tx_stack_med,15,STALE-JUN25
stick,4,cherry_planks x2 @781a,1562.5,313.0,ah,1252.0,-310.5,-19.9,-155.25,4500,-1397250,466981,8234,-36249400,10000.0,tx_stack_med,15,
note_block,1,jungle_planks x8 @250a + redstone x1 @361a,2360.9,938.0,ah,938.0,-1422.9,-60.3,-158.1,1000,-1422880,193919,7826,-275923467,14200.0,tx_stack_med,15,
chiseled_deepslate,1,cobbled_deepslate_slab x2 @1562a,3125.0,2766.0,ah,2766.0,-359.0,-11.5,-179.5,4500,-1615500,34467,569,-12373653,1477.0,tx_stack_med,15,
pink_dye,2,red_dye x1 @156a + white_dye x1 @584a,739.5,188.0,ah,376.0,-363.5,-49.2,-181.76,4500,-1635840,162208,2624,-29482926,267.0,tx_stack_med,15,
mossy_stone_bricks,1,stone_bricks x1 @5o + vine x1 @1406a,1411.2,1047.0,ah,1047.0,-364.2,-25.8,-182.12,4500,-1639125,71658,1155,-26101426,11549.0,tx_stack_med,15,STALE-JUN25
smoker,1,pale_oak_log x4 @781a + furnace x1 @95a,3219.3,2266.0,ah,2266.0,-953.3,-29.6,-190.66,1800,-1715958,186957,3841,-178227978,1534.0,tx_stack_med,15,
magenta_dye,3,blue_dye x1 @766a + red_dye x1 @156a + pink_dye x1 @141a,1062.2,155.0,ah,465.0,-597.2,-56.2,-199.08,3000,-1791720,100429,1684,-19993405,245.0,tx_stack_med,15,
smoker,1,crimson_hyphae x4 @800o + furnace x1 @95a,3295.3,2266.0,ah,2266.0,-1029.3,-31.2,-205.86,1800,-1852758,186957,3841,-192436710,1534.0,tx_stack_med,15,STALE-JUN25
pink_dye,2,peony x1 @585a,585.5,188.0,ah,376.0,-209.5,-35.8,-209.48,9000,-1885320,162208,2624,-16989666,267.0,tx_stack_med,15,
crimson_door,3,crimson_planks x6 @1094a,6564.0,1758.0,ah,5274.0,-1290.0,-19.7,-215.0,1500,-1935000,2128,263,-915040,44500.0,tx_stack_med,15,
gray_wool,1,gray_dye x1 @3538a + black_wool x1 @30o,3567.7,3109.0,ah,3109.0,-458.7,-12.9,-229.36,4500,-2064240,97253,1632,-44611896,3804.0,tx_stack_med,15,STALE-JUN25
copper_ingot,1,copper_nugget x9 @303a,2724.6,625.0,ah,625.0,-2099.6,-77.1,-233.29,1000,-2099570,144234,2552,-302829379,2882.0,tx_stack_med,15,
